"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-06-19,"大同","PM2.5",7,9,12,6,2,1,1,6,7,11,12,12,15,12,10,6,9,8,14,11,10,4,3,3,"Tuesday","June",7.96
2018-06-20,"大同","PM2.5",1,5,4,8,2,6,3,11,12,12,12,12,18,18,51,51,49,10,10,10,8,8,4,6,"Wednesday","June",13.79
2018-06-21,"大同","PM2.5",10,12,16,9,6,6,9,19,17,17,13,19,17,22,18,22,16,17,16,17,12,6,1,7,"Thursday","June",13.5
2018-06-22,"大同","PM2.5",7,5,3,1,8,6,10,3,6,15,25,28,24,24,24,20,10,10,8,8,10,10,12,6,"Friday","June",11.79
2018-06-23,"大同","PM2.5",4,6,9,9,11,7,10,9,13,16,19,17,23,22,25,17,12,7,8,8,13,12,17,13,"Saturday","June",12.79
2018-06-24,"大同","PM2.5",12,9,4,1,5,8,13,9,17,16,16,14,20,29,23,14,10,9,12,12,12,20,18,28,"Sunday","June",13.79
2018-06-25,"大同","PM2.5",25,23,13,11,10,9,12,19,23,22,18,22,22,25,29,27,23,17,22,33,33,34,23,17,"Monday","June",21.33
2018-06-26,"大同","PM2.5",17,22,26,17,15,8,20,19,28,23,31,34,30,639,29,26,29,27,27,25,28,20,10,6,"Tuesday","June",48.17
2018-06-27,"大同","PM2.5",12,12,6,1,5,12,16,14,14,16,25,30,30,12,17,29,29,23,20,19,17,17,16,17,"Wednesday","June",17.04
2018-06-28,"大同","PM2.5",11,11,6,6,11,14,14,14,17,20,23,26,30,23,25,25,23,22,21,21,18,17,22,19,"Thursday","June",18.29
